dbgi_000510;_01;dbgi_000510_01
dbgi_000511;_01;dbgi_000511_01
dbgi_000512;_01;dbgi_000512_01
dbgi_000513;_01;dbgi_000513_01
dbgi_000514;_01;dbgi_000514_01
dbgi_000515;_01;dbgi_000515_01
dbgi_000516;_01;dbgi_000516_01
dbgi_000517;_01;dbgi_000517_01
dbgi_000518;_01;dbgi_000518_01
dbgi_000519;_01;dbgi_000519_01
dbgi_000520;_01;dbgi_000520_01
dbgi_000521;_01;dbgi_000521_01
dbgi_000522;_01;dbgi_000522_01
dbgi_000523;_01;dbgi_000523_01
dbgi_000524;_01;dbgi_000524_01
dbgi_000525;_01;dbgi_000525_01
dbgi_000526;_01;dbgi_000526_01
dbgi_000527;_01;dbgi_000527_01
dbgi_000528;_01;dbgi_000528_01
dbgi_000529;_01;dbgi_000529_01
dbgi_000530;_01;dbgi_000530_01
dbgi_000531;_01;dbgi_000531_01
dbgi_000532;_01;dbgi_000532_01
dbgi_000533;_01;dbgi_000533_01
dbgi_000534;_01;dbgi_000534_01
dbgi_000535;_01;dbgi_000535_01
dbgi_000536;_01;dbgi_000536_01
dbgi_000537;_01;dbgi_000537_01
dbgi_000538;_01;dbgi_000538_01
dbgi_000539;_01;dbgi_000539_01
dbgi_000540;_01;dbgi_000540_01
dbgi_000541;_01;dbgi_000541_01
dbgi_000542;_01;dbgi_000542_01
dbgi_000543;_01;dbgi_000543_01
dbgi_000544;_01;dbgi_000544_01
dbgi_000545;_01;dbgi_000545_01
dbgi_000546;_01;dbgi_000546_01
dbgi_000547;_01;dbgi_000547_01
dbgi_000548;_01;dbgi_000548_01
dbgi_000549;_01;dbgi_000549_01
dbgi_000550;_01;dbgi_000550_01
dbgi_000551;_01;dbgi_000551_01
dbgi_000552;_01;dbgi_000552_01
dbgi_000553;_01;dbgi_000553_01
dbgi_000554;_01;dbgi_000554_01
dbgi_000555;_01;dbgi_000555_01
dbgi_000556;_01;dbgi_000556_01
dbgi_000557;_01;dbgi_000557_01
dbgi_000558;_01;dbgi_000558_01
dbgi_000559;_01;dbgi_000559_01
dbgi_000560;_01;dbgi_000560_01
dbgi_000561;_01;dbgi_000561_01
dbgi_000562;_01;dbgi_000562_01
dbgi_000563;_01;dbgi_000563_01
dbgi_000564;_01;dbgi_000564_01
dbgi_000565;_01;dbgi_000565_01
dbgi_000566;_01;dbgi_000566_01
dbgi_000567;_01;dbgi_000567_01
dbgi_000870;_01;dbgi_000870_01
dbgi_000871;_01;dbgi_000871_01
dbgi_000872;_01;dbgi_000872_01
dbgi_000873;_01;dbgi_000873_01
dbgi_000874;_01;dbgi_000874_01
dbgi_000875;_01;dbgi_000875_01
dbgi_000876;_01;dbgi_000876_01
dbgi_000877;_01;dbgi_000877_01
dbgi_000878;_01;dbgi_000878_01
dbgi_000879;_01;dbgi_000879_01
dbgi_000880;_01;dbgi_000880_01
dbgi_000881;_01;dbgi_000881_01
dbgi_000882;_01;dbgi_000882_01
dbgi_000883;_01;dbgi_000883_01
dbgi_000884;_01;dbgi_000884_01
dbgi_000885;_01;dbgi_000885_01
dbgi_000886;_01;dbgi_000886_01
dbgi_000887;_01;dbgi_000887_01
dbgi_000888;_01;dbgi_000888_01
dbgi_000889;_01;dbgi_000889_01
dbgi_000890;_01;dbgi_000890_01
dbgi_000891;_01;dbgi_000891_01
dbgi_000892;_01;dbgi_000892_01
dbgi_000893;_01;dbgi_000893_01
dbgi_000894;_01;dbgi_000894_01
dbgi_000895;_01;dbgi_000895_01
dbgi_000896;_01;dbgi_000896_01
dbgi_000897;_01;dbgi_000897_01
dbgi_000898;_01;dbgi_000898_01
dbgi_000899;_01;dbgi_000899_01
dbgi_000900;_01;dbgi_000900_01
dbgi_000901;_01;dbgi_000901_01
dbgi_000902;_01;dbgi_000902_01
dbgi_000903;_01;dbgi_000903_01
dbgi_000904;_01;dbgi_000904_01
dbgi_000905;_01;dbgi_000905_01
dbgi_000906;_01;dbgi_000906_01
dbgi_000907;_01;dbgi_000907_01
dbgi_000908;_01;dbgi_000908_01
dbgi_000909;_01;dbgi_000909_01
dbgi_000910;_01;dbgi_000910_01
dbgi_000911;_01;dbgi_000911_01
dbgi_000912;_01;dbgi_000912_01
dbgi_000913;_01;dbgi_000913_01
dbgi_000914;_01;dbgi_000914_01
dbgi_000915;_01;dbgi_000915_01
dbgi_000916;_01;dbgi_000916_01
dbgi_000917;_01;dbgi_000917_01
dbgi_000918;_01;dbgi_000918_01
dbgi_000919;_01;dbgi_000919_01
dbgi_000920;_01;dbgi_000920_01
dbgi_000921;_01;dbgi_000921_01
dbgi_000922;_01;dbgi_000922_01
dbgi_000923;_01;dbgi_000923_01
dbgi_000924;_01;dbgi_000924_01
dbgi_000925;_01;dbgi_000925_01
dbgi_000926;_01;dbgi_000926_01
dbgi_000927;_01;dbgi_000927_01
dbgi_000928;_01;dbgi_000928_01
dbgi_000929;_01;dbgi_000929_01
dbgi_000930;_01;dbgi_000930_01
dbgi_000931;_01;dbgi_000931_01
dbgi_000932;_01;dbgi_000932_01
dbgi_000933;_01;dbgi_000933_01
dbgi_000934;_01;dbgi_000934_01
dbgi_000935;_01;dbgi_000935_01
dbgi_000936;_01;dbgi_000936_01
dbgi_000937;_01;dbgi_000937_01
dbgi_000938;_01;dbgi_000938_01
dbgi_000939;_01;dbgi_000939_01
dbgi_000940;_01;dbgi_000940_01
dbgi_000941;_01;dbgi_000941_01
dbgi_000942;_01;dbgi_000942_01
dbgi_000943;_01;dbgi_000943_01
dbgi_000944;_01;dbgi_000944_01
dbgi_000945;_01;dbgi_000945_01
dbgi_000946;_01;dbgi_000946_01
dbgi_000947;_01;dbgi_000947_01
dbgi_000948;_01;dbgi_000948_01
dbgi_000949;_01;dbgi_000949_01
dbgi_000950;_01;dbgi_000950_01
dbgi_000951;_01;dbgi_000951_01
dbgi_000952;_01;dbgi_000952_01
dbgi_000953;_01;dbgi_000953_01
dbgi_000954;_01;dbgi_000954_01
dbgi_000955;_01;dbgi_000955_01
dbgi_000956;_01;dbgi_000956_01
dbgi_000957;_01;dbgi_000957_01
dbgi_000958;_01;dbgi_000958_01
dbgi_000959;_01;dbgi_000959_01
dbgi_000960;_01;dbgi_000960_01
dbgi_000961;_01;dbgi_000961_01
dbgi_000962;_01;dbgi_000962_01
dbgi_000963;_01;dbgi_000963_01
dbgi_000964;_01;dbgi_000964_01
dbgi_000965;_01;dbgi_000965_01
dbgi_000966;_01;dbgi_000966_01
dbgi_000967;_01;dbgi_000967_01
dbgi_000968;_01;dbgi_000968_01
dbgi_000969;_01;dbgi_000969_01
dbgi_000970;_01;dbgi_000970_01
dbgi_000971;_01;dbgi_000971_01
dbgi_000972;_01;dbgi_000972_01
dbgi_000973;_01;dbgi_000973_01
dbgi_000974;_01;dbgi_000974_01
dbgi_000975;_01;dbgi_000975_01
dbgi_000976;_01;dbgi_000976_01
dbgi_000977;_01;dbgi_000977_01
dbgi_000978;_01;dbgi_000978_01
dbgi_000979;_01;dbgi_000979_01
dbgi_000980;_01;dbgi_000980_01
dbgi_000981;_01;dbgi_000981_01
dbgi_000982;_01;dbgi_000982_01
dbgi_000983;_01;dbgi_000983_01
dbgi_000984;_01;dbgi_000984_01
dbgi_000985;_01;dbgi_000985_01
dbgi_000986;_01;dbgi_000986_01
dbgi_000987;_01;dbgi_000987_01
dbgi_000988;_01;dbgi_000988_01
dbgi_000989;_01;dbgi_000989_01
dbgi_000990;_01;dbgi_000990_01
dbgi_000991;_01;dbgi_000991_01
dbgi_000992;_01;dbgi_000992_01
dbgi_000993;_01;dbgi_000993_01
dbgi_000994;_01;dbgi_000994_01
dbgi_000995;_01;dbgi_000995_01
dbgi_000996;_01;dbgi_000996_01
dbgi_000997;_01;dbgi_000997_01
dbgi_000998;_01;dbgi_000998_01
dbgi_000999;_01;dbgi_000999_01
dbgi_001000;_01;dbgi_001000_01
dbgi_001001;_01;dbgi_001001_01
dbgi_001002;_01;dbgi_001002_01
dbgi_001003;_01;dbgi_001003_01
dbgi_001004;_01;dbgi_001004_01
dbgi_001005;_01;dbgi_001005_01
dbgi_001006;_01;dbgi_001006_01
dbgi_001007;_01;dbgi_001007_01
dbgi_001008;_01;dbgi_001008_01
dbgi_001009;_01;dbgi_001009_01
dbgi_001010;_01;dbgi_001010_01
dbgi_001011;_01;dbgi_001011_01
dbgi_001012;_01;dbgi_001012_01
dbgi_001013;_01;dbgi_001013_01
dbgi_001014;_01;dbgi_001014_01
dbgi_001015;_01;dbgi_001015_01
dbgi_001016;_01;dbgi_001016_01
dbgi_001017;_01;dbgi_001017_01
dbgi_001018;_01;dbgi_001018_01
dbgi_001019;_01;dbgi_001019_01
dbgi_001020;_01;dbgi_001020_01
dbgi_001021;_01;dbgi_001021_01
dbgi_001022;_01;dbgi_001022_01
dbgi_001023;_01;dbgi_001023_01
dbgi_001024;_01;dbgi_001024_01
dbgi_001025;_01;dbgi_001025_01
dbgi_001026;_01;dbgi_001026_01
dbgi_001027;_01;dbgi_001027_01
dbgi_001028;_01;dbgi_001028_01
dbgi_001029;_01;dbgi_001029_01
dbgi_001030;_01;dbgi_001030_01
dbgi_001031;_01;dbgi_001031_01
dbgi_001032;_01;dbgi_001032_01
dbgi_001033;_01;dbgi_001033_01
dbgi_001034;_01;dbgi_001034_01
dbgi_001035;_01;dbgi_001035_01
dbgi_001036;_01;dbgi_001036_01
dbgi_001037;_01;dbgi_001037_01
dbgi_001038;_01;dbgi_001038_01
dbgi_001039;_01;dbgi_001039_01
dbgi_001040;_01;dbgi_001040_01
dbgi_001041;_01;dbgi_001041_01
dbgi_001042;_01;dbgi_001042_01
dbgi_001043;_01;dbgi_001043_01
dbgi_001044;_01;dbgi_001044_01
dbgi_001045;_01;dbgi_001045_01
dbgi_001046;_01;dbgi_001046_01
dbgi_001047;_01;dbgi_001047_01
dbgi_001048;_01;dbgi_001048_01
dbgi_001049;_01;dbgi_001049_01
dbgi_001050;_01;dbgi_001050_01
dbgi_001051;_01;dbgi_001051_01
dbgi_001052;_01;dbgi_001052_01
dbgi_001053;_01;dbgi_001053_01
dbgi_001054;_01;dbgi_001054_01
dbgi_001055;_01;dbgi_001055_01
dbgi_001056;_01;dbgi_001056_01
dbgi_001057;_01;dbgi_001057_01
dbgi_001058;_01;dbgi_001058_01
